단어,어간근사,총건수,문서수,통상수용_건수,통상수용_비율,통상수용_lift,견적반영_건수,견적반영_비율,견적반영_lift,계약·질의검토_건수,계약·질의검토_비율,계약·질의검토_lift,최대lift_라벨,최대lift,chi2_p,모델기여_통상수용,모델기여_견적반영,모델기여_계약·질의검토,모델기여_합
활성화,활성화,4,4,1,0.25,0.488,1,0.25,1.074,2,0.5,1.958,계약·질의검토,1.958,0.476048,0.0,0.0,0.0,0
획득,획득,4,2,0,0.0,0.0,1,0.25,1.074,3,0.75,2.936,계약·질의검토,2.936,0.052096,0.0,0.0,0.0,0
효과적으로,효과적,4,3,3,0.75,1.465,1,0.25,1.074,0,0.0,0.0,통상수용,1.465,0.478031,0.0,0.0,0.0,0
효과적인,효과적인,4,4,1,0.25,0.488,1,0.25,1.074,2,0.5,1.958,계약·질의검토,1.958,0.476048,0.0,0.0,0.0,0
휴대용,휴대용,4,4,3,0.75,1.465,0,0.0,0.0,1,0.25,0.979,통상수용,1.465,0.501542,0.0,0.0,0.0,0
흐름을,흐름,4,3,1,0.25,0.488,1,0.25,1.074,2,0.5,1.958,계약·질의검토,1.958,0.476048,0.0,0.0,0.0,0
히스토리,히스토리,4,3,1,0.25,0.488,2,0.5,2.149,1,0.25,0.979,견적반영,2.149,0.412192,0.0,0.0,0.0,0
10종,10종,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
14,14,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
1GE,1GE,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
1년간,1년간,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
1일,1일,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
1종,1종,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
1초,1초,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
256GB,256GB,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
2Port,2Port,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
2TB,2TB,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
2듀얼,2듀얼,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
2종,2종,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
2주,2주,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
30,30,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
32Gbps,32Gbps,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
3계층,3계층,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
3년,3년,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
42U,42U,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
4포트,4포트,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
5년,5년,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
70,70,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
80,80,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
8Port,8Port,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
8개,8개,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
9자리,9자리,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
A/B,A/B,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
Agent별,Agent별,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
Apache,Apache,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
B300,B300,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
CBD,CBD,3,1,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
CCTV,CCTV,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
CPU로,CPU,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
CPU클러스터,CPU클러스터,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
Control,Control,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
DBMS에,DBMS,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
DW,DW,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
Docker,Docker,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
Dual,Dual,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
EMA,EMA,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
EP,EP,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
ERD,ERD,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
ERP와,ERP,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
Flash,Flash,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
GAP,GAP,3,3,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
H/W는,H/W,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
HWPX,HWPX,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
IPMI,IPMI,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
IT,IT,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
JAVA,JAVA,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
Java,Java,3,1,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
JavaScript,JavaScript,3,1,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
KISA와,KISA,3,1,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
Kubernetes,Kubernetes,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
LLM에,LLM,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
Load,Load,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
MCP(Model,MCP(Model,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
MLOps,MLOps,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
NVLink,NVLink,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
Network,Network,3,1,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
NoSQL,NoSQL,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
PDU,PDU,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
PMDA,PMDA,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
Parquet,Parquet,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
PyTorch,PyTorch,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
RAG를,RAG,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
RAG의,RAG,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
RBAC,RBAC,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
REST,REST,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
RHEL,RHEL,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
SER,SER,3,1,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
SFR에서,SFR,3,1,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
SLA,SLA,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
SSL,SSL,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
SSO와,SSO,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
SW에서,SW,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
Service,Service,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
Spark,Spark,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
Streaming,Streaming,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
Telnet,Telnet,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
TensorFlow,TensorFlow,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
Top,Top,3,1,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
Truth,Truth,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
VM에,VM,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
XAI,XAI,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
XAI)을,XAI),3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
XLSX,XLSX,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
Zone,Zone,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
docker,docker,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
pdf,pdf,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
sLLM,sLLM,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
sLLM을,sLLM,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
www.spir.kr,www.spir.kr,3,3,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
x86,x86,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
가능하며,가능하며,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
가동률,가동률,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
가이드’를,가이드’,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
간주,간주,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
간편하게,간편하게,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
감지하고,감지하고,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
값을,값을,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
값의,값의,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
강제,강제,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
갖추어야,갖추어야,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
갖춘,갖춘,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
개념·논리·물리,개념·논리·물리,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
개선방안,개선방안,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
개선사항을,개선사항,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
개선하고,개선하고,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
개인정보보호법에,개인정보보호법,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
개최를,개최,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
거래,거래,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
거쳐야,거쳐야,3,1,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
검사를,검사,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
검증한,검증한,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
검토서(55종,검토서(55종,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
검토서를,검토서,3,1,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
검토시,검토시,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
검토할,검토할,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
것이어야,것이어야,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
격리된,격리된,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
결과·재학습,결과·재학습,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
결과물은,결과물,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
결과정보를,결과정보,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
결함은,결함,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
결합,결합,3,2,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
결합한,결합한,3,3,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
경고를,경고,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
경력을,경력,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
경험,경험,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
경험을,경험,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
계약업체는,계약업체,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
계정과,계정,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
계정에,계정,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
계정의,계정,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
계좌번호,계좌번호,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
계획과,계획,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
고가용성(HA,고가용성(HA,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
고급,고급,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
고려되어야,고려되어야,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
고려된,고려된,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
골든셋,골든셋,3,1,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
공개할,공개할,3,2,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
공공,공공,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
공동수급으로,공동수급,3,3,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
공동으로,공동,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
공수가,공수,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
공유하여,공유하여,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
공인,공인,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
공정단계별,공정단계별,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
공통컴포넌트,공통컴포넌트,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
과업내용,과업내용,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
과업내용서에,과업내용서,3,2,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
과정과,과정,3,3,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
과학기술정보통신부,과학기술정보통신부,3,2,2,0.6667,1.302,1,0.3333,1.433,0,0.0,0.0,견적반영,1.433,0.594346,0.0,0.0,0.0,0
관계없이,관계없,3,2,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
관련분야의,관련분야,3,3,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
관리자만,관리자,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
관점,관점,3,2,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
관제,관제,3,2,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
교육내용,교육내용,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
교재,교재,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
교정,교정,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
교체되는,교체되,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
교체하여야,교체하여야,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
교환,교환,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
구간에,구간,3,2,0,0.0,0.0,0,0.0,0.0,3,1.0,3.915,계약·질의검토,3.915,0.012436,0.0,0.0,0.0,0
구매하여,구매하여,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
구성안을,구성안,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
구성요소,구성요소,3,2,0,0.0,0.0,2,0.6667,2.865,1,0.3333,1.305,견적반영,2.865,0.132095,0.0,0.0,0.0,0
구조여야,구조여야,3,1,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
구조화하여,구조화하여,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
구체화,구체화,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
구축시스템,구축시스템,3,3,1,0.3333,0.651,0,0.0,0.0,2,0.6667,2.61,계약·질의검토,2.61,0.236826,0.0,0.0,0.0,0
구축하는,구축하,3,3,0,0.0,0.0,1,0.3333,1.433,2,0.6667,2.61,계약·질의검토,2.61,0.160029,0.0,0.0,0.0,0
구축하며,구축하며,3,1,0,0.0,0.0,3,1.0,4.298,0,0.0,0.0,견적반영,4.298,0.006995,0.0,0.0,0.0,0
구축하여,구축하여,3,3,1,0.3333,0.651,1,0.3333,1.433,1,0.3333,1.305,견적반영,1.433,0.822805,0.0,0.0,0.0,0
구축해야,구축해야,3,3,1,0.3333,0.651,2,0.6667,2.865,0,0.0,0.0,견적반영,2.865,0.183378,0.0,0.0,0.0,0
구현사항을,구현사항,3,3,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
구현하고,구현하고,3,2,2,0.6667,1.302,0,0.0,0.0,1,0.3333,1.305,계약·질의검토,1.305,0.633592,0.0,0.0,0.0,0
구현하도록,구현하도록,3,3,3,1.0,1.953,0,0.0,0.0,0,0.0,0.0,통상수용,1.953,0.238141,0.0,0.0,0.0,0
